,Course ID,Subject,Number,Title,Description
4582,36193,CEDP,150,ADOBE INDESIGN I,"*VID*
*KEYB*
In Graphic Design I and II, you learn the fundamentals of graphic design. 
But how do you apply that knowledge when it comes time to create a document with numerous pages and differing layouts? You guessed it: with Adobe InDesign. This leading-edge software package is poised to become a standard in desktop publishing as it smoothly integrates Illustrator, Photoshop and Acrobat, enabling you to create professional-quality page layouts. In this course, you'll gain the knowledge and skills to produce a variety of documents like magazine layouts, pamphlets and brochures.
*CNT*
This course is a great way to help you:
?	Learn how to integrate text and graphics;
?	Gain skills using style sheets to create multi-page documents;
?	Understand how to work with layers to produce print documents;
?	Learn how to produce pamphlets, brochures and magazine layouts;
?	Broaden your horizons in graphic arts fields.
*APP*
In this course, you'll gain real-world knowledge, experience and insights through lectures from experienced pros who'll show you the ropes. More excitingly, you'll learn through hands-on projects using the most powerful equipment and the very latest software. You can't get skills like this on YouTube.
*WHO*
?	Anyone who wants to learn the fundamentals of desktop publishing.
?	Students who want to work in advertising, animation, graphic design, illustration, printmaking, page layout and digital publication.
?	Anyone interested in updating their professional portfolio with the latest design trends.
?	Students looking onward to an academic path in design.
?	Employees in marketing, communications or sales who want to refresh their skills or are open new horizons.
?	Small business owners or association members who manage their own communications.
?	Exhibition designers, fine artists, interior designers, landscape architects, multimedia specialists, photographers and UX designers could also greatly benefit from courses in this program.
*ADD*
Computer knowledge and familiarity with Mac OSX is required to take this course."
4583,36194,CEDP,155,Intro to Adobe Illustrator,"*VID*
*KEYB*
It's pretty obvious: clip art doesn't cut it anymore. If you want to work in advertising, website design, graphic arts or any number of visually creative fields, you have to know Adobe Illustrator. And this is the place to start. You'll learn how to use the latest drawing tools, professional colour and type controls to experiment freely and render your ideas quickly and intuitively using the most powerful computers and the most recent versions of Adobe's software. If you can imagine it, you'll soon be able to express it on screen or paper. This is the first of two courses that will open the doors to a career in graphic arts or simply open your imagination to a world of visual possibilities.
*CNT*
This course is a great way to help you:
?	Learn the basics of Adobe Illustrator;
?	Familiarize yourself with industry-standard drawing tools, type and colour controls;
?	Increase your ability to express yourself creatively in a digital medium.
*APP*
In this course, you'll gain real-world knowledge, experience and insights through lectures from experienced pros who'll show you the ropes. More excitingly, you'll learn through hands-on projects using the most powerful equipment and the very latest software. You can't get skills like this on YouTube.
*WHO*
?	Anyone who wants to learn the fundamentals of desktop publishing.
?	Students who want to work in advertising, animation, graphic design, illustration, printmaking, page layout and digital publication.
?	Anyone interested in updating their professional portfolio with the latest design trends.
?	Students looking onward to an academic path in design.
?	Employees in marketing, communications or sales who want to refresh their skills or are open new horizons.
?	Small business owners or association members who manage their own communications.
?	Exhibition designers, fine artists, interior designers, landscape architects, multimedia specialists, photographers and UX designers could also greatly benefit from courses in this program."
4584,36195,CEDP,170,WEB DESIGN I ON THE MAC,"*VID*
*KEYB*
It's not enough for a website to work. It has to flow properly and look great, too. In this, the first of two web design courses, you'll learn the basic concepts of website design. First, you'll learn how to code in HTML, which is awesomely geeky. Then you'll move on to code-editing features and learn how to style your pages using CSS. This is a very hands-on course that prepares you for course II and your eventual career in worldwide web wizardry.
**IMPORTANT: Students registered to the online format of this course must use their own MAC laptop or computer. No access to Mac lab is available during an online course.**
*CNT*
This course is a great way to help you:
?	Create basic websites;
?	Learn how to create web pages in HTML, CSS, HTML5 and FTP;
?	Gain a solid knowledge of code view.
*APP*
In this course, you'll gain real-world knowledge, experience and insights through lectures from experienced pros who'll show you the ropes. More excitingly, you'll learn through hands-on projects using the most powerful equipment and the very latest software. You can't get skills like this on YouTube.
*WHO*
?	Anyone who wants to learn the fundamentals of desktop publishing.
?	Students who want to work in advertising, animation, graphic design, illustration, printmaking, page layout and digital publication.
?	Anyone interested in updating their professional portfolio with the latest design trends.
?	Students looking onward to an academic path in design.
?	Employees in marketing, communications or sales who want to refresh their skills or are open new horizons.
?	Small business owners or association members who manage their own communications.
?	Exhibition designers, fine artists, interior designers, landscape architects, multimedia specialists, photographers and UX designers could also greatly benefit from courses in this program.
*ADD*
Computer knowledge and familiarity with Mac OSX is required to take this course."
4585,36197,CEDP,210,GRAPHIC DESIGN II,"*VID*
*KEYB*
In CEDP 110, you learned the fundamentals of graphic design, layout, typography, colour and visual identity. In this course, you'll dig a little deeper, learning about branding strategies and acquiring some of the practical tools you'll need to work in advertising and communications. Project-based sessions will help you explore the power of branding and corporate identity applied through diverse media. You'll get the opportunity to experiment with the creative process from briefing to production. All work will be computer-based and will cover an exciting array of graphic applications from logos and brochures to websites and motion graphics.
*CNT*
This course is a great way to help you:
?	Identify and understand the fundamentals of branding strategies;
?	Apply the practical tools needed in advertising and communications;
?	Develop a critical thinking method and apply it to visual communication;
?	Design visual elements to serve a specific message;
?	Create visual identities;
?	Design graphics for diverse media and advertising materials.
*APP*
In this course, you'll gain real-world knowledge, experience and insights through lectures from experienced pros who'll show you the ropes. More excitingly, you'll learn through hands-on projects using the most powerful equipment and the very latest software. You can't get skills like this on YouTube.
*WHO*
?	Students who completed CEDP 110 and want to continue their studies.
?	Anyone who wants to learn the fundamentals of desktop publishing.
?	Students who want to work in advertising, animation, graphic design, illustration, printmaking, page layout and digital publication.
?	Anyone interested in updating their professional portfolio with the latest design trends.
?	Students looking onward to an academic path in design.
?	Employees in marketing, communications or sales who want to refresh their skills or are open new horizons.
?	Small business owners or association members who manage their own communications.
?	Exhibition designers, fine artists, interior designers, landscape architects, multimedia specialists, photographers and UX designers could also greatly benefit from courses in this program."
4586,36199,CEDP,250,ADOBE INDESIGN II,"*VID*
*KEYB*
In this course, the follow-up to Adobe InDesign I, you'll continue to learn the fundamentals of desktop publishing using the very latest, most powerful equipment and Adobe's impressive software suite. You'll apply that learning in concrete projects involving the design and creation of multi-page print documents such as magazine layouts, pamphlets, brochures, annual reports and more. This is the second of three courses, which will serve as solid preparation for your future employment in the fast-paced world of graphic arts or advertising.
*CNT*
This course is a great way to help you:
?	Prepare complex documents with multiple pages;
?	Use advanced typographic options;
?	Apply tools to create a table of content, a book and an index;
?	Learn basic pre-press notions to apply through the InDesign interface;
?	Integrate design and page layout techniques to produce professional-quality documents.
*APP*
In this course, you'll gain real-world knowledge, experience and insights through lectures from experienced pros who'll show you the ropes. More excitingly, you'll learn through hands-on projects using the most powerful equipment and the very latest software. You can't get skills like this on YouTube.
*WHO*
?	Students who completed Adobe InDesign I and want to continue their studies.
?	Anyone who wants to learn the fundamentals of desktop publishing.
?	Students who want to work in advertising, animation, graphic design, illustration, printmaking, page layout and digital publication.
?	Anyone interested in updating their professional portfolio with the latest design trends.
?	Students looking onward to an academic path in design.
?	Employees in marketing, communications or sales who want to refresh their skills or are open new horizons.
?	Small business owners or association members who manage their own communications.
?	Exhibition designers, fine artists, interior designers, landscape architects, multimedia specialists, photographers and UX designers could also greatly benefit from courses in this program."
4587,36200,CEDP,255,ADOBE ILLUSTRATOR - PERFECTING YOUR SKILLS,"*VID*
*KEYB*
In course I, you learned the basics. This course is your chance to learn some more advanced tools and techniques and really develop your creative flair using Adobe Illustrator. Among lots of other awesome things, you'll learn how to create illustrations, text effects and line art. Then you'll dive into some more detailed features like gradient meshes, live trace, live colour and advanced drawing techniques?all taught by an experienced graphic design professional. By the end of this course, you'll be able to take your place in a wide variety of creative fields and set your imagination free. How cool is that!
*CNT*
This course is a great way to help you:
?	Review the fundamentals of Adobe Illustrator;
?	Develop your skill at creating illustrations, text effects and line art;
?	Familiarize yourself with more advanced features;
?	Improve your digital drawing techniques;
?	Increase your ability to express yourself creatively in a digital medium.
*APP*
In this course, you'll gain real-world knowledge, experience and insights through lectures from experienced pros who'll show you the ropes. More excitingly, you'll learn through hands-on projects using the most powerful equipment and the very latest software. You can't get skills like this on YouTube.
*WHO*
?	Students who completed CEDP 155 and want to continue their studies.
?	Anyone who wants to learn the fundamentals of desktop publishing.
?	Students who want to work in advertising, animation, graphic design, illustration, printmaking, page layout and digital publication.
?	Anyone interested in updating their professional portfolio with the latest design trends.
?	Students looking onward to an academic path in design.
?	Employees in marketing, communications or sales who want to refresh their skills or are open new horizons.
?	Small business owners or association members who manage their own communications.
?	Exhibition designers, fine artists, interior designers, landscape architects, multimedia specialists, photographers and UX designers could also greatly benefit from courses in this program.
?       Prerequisite: Knowledge of MacOSX"
4588,36203,CEDP,270,WEB DESIGN II ON THE MAC,"*VID*
*KEYB*
You made it through the first course and you're hungry for more. Sweet. This time, you'll learn some more advanced concepts of web-page design, including cascading style sheets, Java script, CSS3, jQuery and layout design for the web. You'll learn the theory behind well-designed web pages and you'll have plenty of opportunity to use those concepts, theories and skills to create compelling websites of your own. When you successfully complete this course, and we're confident you will, you'll be ready to get out there and wow the web world.
**IMPORTANT: Students registered to the online format of this course must use their own MAC laptop or computer. No access to Mac lab is available during an online course.**
*CNT*
This course is a great way to help you:
?	Learn the basics of HTML5, CSS3, jQuery and Java script;
?	Become familiar with animation, web fonts and advanced form elements;
?	Use media queries to create websites for desktop and mobile platforms.
*APP*
In this course, you'll gain real-world knowledge, experience and insights through lectures from experienced pros who'll show you the ropes. More excitingly, you'll learn through hands-on projects using the most powerful equipment and the very latest software. You can't get skills like this on YouTube.
*WHO*
?	Students who completed CEDP 170 and want to continue their studies.
?	Anyone who wants to learn the fundamentals of desktop publishing.
?	Students who want to work in advertising, animation, graphic design, illustration, printmaking, page layout and digital publication.
?	Anyone interested in updating their professional portfolio with the latest design trends.
?	Students looking onward to an academic path in design.
?	Employees in marketing, communications or sales who want to refresh their skills or are open new horizons.
?	Small business owners or association members who manage their own communications.
?	Exhibition designers, fine artists, interior designers, landscape architects, multimedia specialists, photographers and UX designers could also greatly benefit from courses in this program."
4589,36206,CEDP,365,USER INTERFACE DESIGN WITH ADOBE PHOTOSHOP,"*VID*
*KEYB*
Ever had trouble navigating a website? Felt lost as you moved from section to section and just left the site out of frustration? We all have. Chances are, the designers of those sites didn't have much experience with User Interface Design, also known as GUI. In this course, you'll be introduced to the basics of GUI and User Experience (UX). You'll be using Photoshop to prepare interface design for website creation and mock-ups and for mobile interfaces. You'll also examine screen-based image optimization and page layout techniques in detail. So, hopefully, people navigate your sites with smiles on their faces.
*CNT*
This course is a great way to help you:
?	Create graphic user interfaces with Photoshop;
?	Optimize graphics for web publication;
?	Understand and apply user experience design;
?	Prepare UX designs for websites, tablets, phones, watches and TVs.
*APP*
In this course, you'll gain real-world knowledge, experience and insights through lectures from experienced pros who'll show you the ropes. More excitingly, you'll learn through hands-on projects using the most powerful equipment and the very latest software. You can't get skills like this on YouTube.
*WHO*
?	Anyone who wants to learn the fundamentals of user interface design or desktop publishing.
?	Students who want to work in advertising, animation, graphic design, illustration, printmaking, page layout and digital publication.
?	Anyone interested in updating their professional portfolio with the latest design trends.
?	Students looking onward to an academic path in design.
?	Employees in marketing, communications or sales who want to refresh their skills or are open new horizons.
?	Small business owners or association members who manage their own communications.
?	Exhibition designers, fine artists, interior designers, landscape architects, multimedia specialists, photographers and UX designers could also greatly benefit from courses in this program."
4590,36207,CEDP,380,ADOBE INDESIGN III : DIGITAL PUBLICATION,"*VID*
*KEYB*
This 20-hour course is the third and final course in the InDesign program and its core focus is digital. Here, you'll hone your skills while learning how to create publications for mobile devices like smart phones and tablets. You'll take advantage of the enhanced digital publishing workflow offered in Creative Suite 6 to add interactivity, screen-size reflow, audio and video, as well as eBook designing and interactive pdf solutions for web clients. Today, everything's going digital and if you don't want to get left behind, this course is for you.
**IMPORTANT: Students registered to the online format of this course must use their own MAC laptop or computer. No access to Mac lab is available during an online course.**
*CNT*
This course is a great way to help you:
?	Understand the market shift from conventional print books to digital electronic publications;
?	Understand the different formats, screen sizes and requirements for mobile devices;
?	Convert regular book publications to digital formats;
?	Add interactivity to e-publications.
*APP*
In this course, you'll gain real-world knowledge, experience and insights through lectures from experienced pros who'll show you the ropes. More excitingly, you'll learn through hands-on projects using the most powerful equipment and the very latest software. You can't get skills like this on YouTube.
*WHO*
?	Students who completed Adobe InDesign II and want to continue their studies.
?	Anyone who wants to learn the fundamentals of desktop publishing.
?	Students who want to work in advertising, animation, graphic design, illustration, printmaking, page layout and digital publication.
?	Anyone interested in updating their professional portfolio with the latest design trends.
?	Students looking onward to an academic path in design.
?	Employees in marketing, communications or sales who want to refresh their skills or are open new horizons.
?	Small business owners or association members who manage their own communications.
?	Exhibition designers, fine artists, interior designers, landscape architects, multimedia specialists, photographers and UX designers could also greatly benefit from courses in this program."
4591,36227,CEEI,210,ENGLISH INTENSIVE BEGINNERS TWO,"  This course is designed for students who have very basic knowledge of the English language and are just starting to communicate. The main objective of this course is to help students master essential language and skills to enable them to function more effectively in everyday social situations outside of the classroom. The pacing of the lessons will help the students acquire the ability to deal with natural speech. Class work includes a variety of listening and speaking tasks, pronunciation, reading, basic grammar and writing.  "
4592,36230,CEEI,310,ENGLISH INTENSIVE ELEMENTARY ONE,"*VID*
*KEYB*
<b>Skill Up!</b>
If you have a basic knowledge of English and some ability to communicate?let's say, order a latté or ask for directions?and you want to improve, this is the course for you. You'll work on your listening and speaking skills as you build your confidence. You'll also focus on reading and writing, grammar and pronunciation. But most of all, you'll interact with classmates in conversations and activities designed to bring learning to life.  
*CNT*
This course is a great way to help you:
?	Improve your listening skills so you can discuss ideas and answer questions;
?	Increase your ability to speak with ease and confidence;
?	Help you read more quickly and efficiently;
?	Become a better writer, using complete sentences and formal paragraphs;
?	Gain confidence living and working in English;
?	Broaden your academic, social and professional horizons; 
?	Have the intercultural experience of a lifetime;
?	Work towards meeting the language-proficiency requirements to enter Concordia University.    (add hyperlink to website)
*APP*
This program takes an integrative approach to language learning that is collaborative, experiential, student-centered and community-based. In short, you?ll learn by doing, sharing, exchanging and? living in English. 
*WHO*
?	Elementary-level students who want to improve their English.
?	Students who want to work towards their certificate of proficiency.
?	Students who want to go on to university in North America.
?	People trying to enter the job market or improve their employment opportunities.
?	Anyone who wants to discover the English culture in Canada.
*ADD*
A placement test will be given prior to registration to ensure you end up in the course that's right for you.
The program is offered 4 times a year (Fall, Winter, Spring and Summer)"
4593,36233,CEEI,410,ENGLISH INTENSIVE ELEMENTARY TWO,"*VID*
*KEYB*
<b>Past, Present and Future.</b>
This is step two on your road to becoming more competent in English. And as you move through the course, you'll hone your ability to speak about everyday situations and on topics of current interest. In other words, you'll be able to communicate the way you want to. Readings and simple books of general interest will help you build your vocabulary in preparation for living outside the classroom and moving on to the next course, as you work towards your certificate of proficiency.
*CNT*
This course is a great way to help you:
?	Improve note-taking from listening and reading;
?	Increase your ability to speak with ease and confidence;
?	Read more quickly and efficiently;
?	Speak about a topic or give an opinion with explanations;
?	Identify and correct common grammatical errors;
?	Gain confidence living and working in English;
?	Broaden your academic, social and professional horizons;
?	Have the intercultural experience of a lifetime;
?	Work towards meeting the language-proficiency requirements to enter Concordia University.
*APP*
This program takes an integrative approach to language learning that is collaborative, experiential, student-centered and community-based. In short, you?ll learn by doing, sharing, exchanging and? living in English.
*WHO*
?	Elementary-level speakers who want to improve their English.
?	Students who want to work towards their certificate of proficiency.
?	Students who want to go on to university in North America.
?	People trying to enter the job market or improve their employment opportunities.
?	Anyone who wants to discover the English culture in Canada.
*ADD*
A placement test will be given prior to registration to ensure you end up in the course that's right for you.
The program is offered 4 times a year (Fall, Winter, Spring and Summer)"
4594,36236,CEEI,510,ENGLISH INTENSIVE INTERMEDIATE ONE,"*VID*
*KEYB*
<b>Media Radar.</b>
At this point, you probably understand most English texts and you feel comfortable communicating in a variety of situations both in and outside the classroom. This course will go further, to help you develop your speaking skills in group discussions on topics of general interest and current events. You'll also be watching current media content and the news as the stimulus for short writing projects that will help you sharpen your view of the future and feel more confident as an English speaker. How does that sound?
*CNT*
This course is a great way to help you:
?	Improve your active listening skills;
?	Increase your ability to speak with ease and confidence;
?	Communicate spontaneously outside the classroom;
?	Speak about a topic or give an opinion with explanations;
?	Construct sentences with correct word order, spelling and punctuation;
?	Write short essays with well-organized paragraphs;
?	Gain confidence living and working in English;
?	Broaden your academic, social and professional horizons; 
?	Have the intercultural experience of a lifetime;
?	Work towards meeting the language-proficiency requirements to enter Concordia University.
*APP*
This program takes an integrative approach to language learning that is collaborative, experiential, student-centered and community-based. In short, you?ll learn by doing, sharing, exchanging and? living in English.
*WHO*
?	Intermediate-level speakers who want to improve their English.
?	Students who want to work towards their certificate of proficiency.
?	Students who want to go on to university in North America.
?	People trying to enter the job market or improve their employment opportunities.
?	Anyone who wants to discover the English culture in Canada.
*ADD*
A placement test will be given prior to registration to ensure you end up in the course that's right for you.
The program is offered 4 times a year (Fall, Winter, Spring and Summer)"
4595,36239,CEEI,610,ENGLISH INTENSIVE INTERMEDIATE TWO,"*VID*
*KEYB*
<b>Global Citizenship.</b>
This course is your first major step towards competency in academic or professional English. Here, you'll examine social and cultural issues. You'll step outside the classroom to conduct surveys. And you'll use input from sources like the TED talks to do research and conduct discussions and presentations on topics such as addiction, health, workplace issues and more. If you want to further your studies in university or simply further your life in a professional field, this course is a must.
*CNT*
This course is a great way to help you:
?	Refine your English to succeed in university or the workplace;
?	Discuss topics of current interest in a thoughtful manner;
?	Communicate spontaneously in a variety of contexts outside the classroom;
?	Construct sentences with correct word order, spelling and punctuation;
?	Write short essays with well-developed, well-organized paragraphs;
?	Gain confidence living and working in English;
?	Broaden your academic, social and professional horizons;
?	Have the intercultural experience of a lifetime;
?	Work towards meeting the language-proficiency requirements to enter Concordia University.
*APP*
This program takes an integrative approach to language learning that is collaborative, experiential, student-centered and community-based. In short, you?ll learn by doing, sharing, exchanging and? living in English. 
*WHO*
?	High-intermediate speakers who want to improve their English.
?	Students who want to work towards their certificate of proficiency.
?	Students who want to go on to university in North America.
?	People trying to enter the job market or improve their employment opportunities.
?	Anyone who wants to discover the English culture in Canada.
*ADD*
A placement test will be given prior to registration to ensure you end up in the course that's right for you.
The program is offered 4 times a year (Fall, Winter, Spring and Summer)"
4596,36242,CEEI,710,ENGLISH INTENSIVE ADVANCED ONE,"*VID*
*KEYB*
<b>Relate and Debate.</b>
You now have a strong foundation in listening, speaking, reading and writing. You're also quite comfortable with challenging topics and material. But you're not going to stop now, are you? Good, because it's time to get down to business. This course focuses on lively debates and persuasion through individual and panel presentations. You'll conduct interviews outside the classroom then present your findings in class. You'll study topics related to the workplace, education and community, refining the skills you'll need to function in a university or professional setting. The Advanced One Course will be a breakthrough in understanding the role English will play in your life and career. It's also the last step in your preparation for your last course and your certificate of competency. 
*CNT*
This course is a great way to help you:
?	Develop critical listening skills and strategies in a real-world context;
?	Speak with fluency and clarity on a variety of academic and professional topics;
?	Construct sentences with correct word order, spelling and punctuation;
?	Write short essays with well-developed, well-organized paragraphs;
?	Gain confidence living and working in English;
?	Broaden your academic, social and professional horizons; 
?	Have the intercultural experience of a lifetime;
?	Work towards meeting the language-proficiency requirements to enter Concordia University.
*APP*
This program takes an integrative approach to language learning that is collaborative, experiential, student-centered and community-based. In short, you?ll learn by doing, sharing, exchanging and? living in English. 
*WHO*
?	Advanced speakers who want to improve their English.
?	Students who want to work towards their certificate of proficiency.
?	Students who want to go on to university in North America.
?	People trying to enter the job market or improve their employment opportunities.
?	Anyone who wants to discover the English culture in Canada.
*ADD*
A placement test will be given prior to registration to ensure you end up in the course that's right for you.
The program is offered 4 times a year (Fall, Winter, Spring and Summer)"
4597,36245,CEEI,810,INTENSIVE ENGLISH: ADVANCED TWO,"*VID*
*KEYB*
<b>On Top of Your Game.</b>
At this level, you're quite proficient in English and want to go to university. Or perhaps you simply want to enhance your professional potential. Either way, this course if for you. Here, you'll read a contemporary Canadian novel and work on a related in-depth project. You'll conduct library research, write a research paper and make a formal presentation before the class. Individual attention from your teacher will help you develop your critical thinking skills as you gain confidence and independence in your academic ability. Then, at the end of the class, you'll celebrate with your classmates who, like you, will have earned their language-proficiency requirements for university entrance. Congratulations.
*CNT*
This course is a great way to help you:
?	Develop  critical listening skills and strategies in a real-world context;
?	Develop your library and research skills for university or the workplace;
?	Speak with fluency and clarity on a variety of in-depth social, academic and professional topics;
?	Construct complex, compound sentences with correct word order, spelling and punctuation;
?	Employ appropriate expressions and transitions in writing and speech;
?	Gain confidence living and working in English;
?	Broaden your academic, social and professional horizons; 
?	Have the intercultural experience of a lifetime;
?	Meet the language-proficiency requirements to enter Concordia University.
*APP*
This program takes an integrative approach to language learning that is collaborative, experiential, student-centered and community-based. In short, you?ll learn by doing, sharing, exchanging and? living in English.
*WHO*
?	High-advanced speakers who want to improve their English.
?	Students who want to work towards their certificate of proficiency.
?	Students who want to go on to university in North America.
?	People trying to enter the job market or improve their employment opportunities.
?	Anyone who wants to discover the English culture in Canada.
*ADD*
A placement test will be given prior to registration to ensure you end up in the course that's right for you.
The program is offered 4 times a year (Fall, Winter, Spring and Summer)"
4598,36315,CEFR,125,CONVERSATION FRANÇAISE 1,"*VID*
*KEYB*
<b>Me, myself and I.</b>
If you're someone with a very limited knowledge of French, we've got one word for you: ""bienvenue."" You've come to the right place. This course will help you learn to speak about yourself: who you are, what you like and don't like, where you're from, etc. And because conversation is a two-way street, you'll also learn to ask people about themselves and improve your ability to understand their answers. In simple terms, you'll learn the basics of getting by and that alone will open up whole new experiences for you here in Montréal.
*CNT*
This course is a great way to help you:
?	Follow simple instructions and give simple descriptions;
?	Describe yourself in detail and ask others about themselves;
?	Become more spontaneous when speaking;
?	Structure simple written sentences;
?	Build vocabulary and choose the right words;
?	Understand the Québécois accent;
?	Broaden your academic, social and professional horizons.
*APP*
This program takes an integrative approach to language learning that is collaborative, experiential, student-centered and community-based. In short, you?ll learn by doing, sharing, exchanging and? living en français. 
*WHO*
?	Anyone who wants to start learning French.
?	Students who want to work towards a Certificate of Proficiency in French.
?	People trying to enter the job market or improve their employment opportunities.
?	Anyone who wants to discover the French-Canadian culture.
*ADD*
Any student entering the program must write an in-person placement test in order to determine their level in the program."
4599,36318,CEFR,225,CONVERSATION FRANÇAISE 2,"*VID*
*KEYB*
<b>Me and my surroundings</b>
Très bien! You completed your first course in French and you want to keep going. Or maybe you already have some knowledge of French and simply want to improve. Either way, this course will help you function in everyday situations outside the classroom. You'll learn how to tell the world about your life in Montréal: where you live, where you went, who you met, etc. You'll work on basic grammar, spelling and pronunciation, but mostly, you'll learn by having fun in role-playing, listening and speaking activities designed to help you exchange information with others. 
*CNT*
This course is a great way to help you:
?	Describe people, places and surroundings;
?	Summarize written and spoken information;
?	Take part in simple conversations;
?	Become more spontaneous when speaking;
?	Improve your spelling;
?	Build vocabulary and choose the right words;
?	Improve your understanding of the Québécois accent.
*APP*
This program takes an integrative approach to language learning that is collaborative, experiential, student-centered and community-based. In short, you?ll learn by doing, sharing, exchanging and? living en français. 
*WHO*
?	Anyone who wants to improve on their elementary-level French.
?	Students who want to work towards a Certificate of Proficiency in French.
?	People trying to enter the job market or improve their employment opportunities.
?	Anyone who wants to discover the French-Canadian culture.
*ADD*
Any student entering the program must write an in-person placement test in order to determine their level in the program."
4600,36327,CEFR,325,CONVERSATION FRANÇAISE 3,"*VID*
*KEYB*
<b>Me and my life in Québec</b>
Level 3 means you already have some basic ability in French. Now it's time to build on it. And what better way than by learning how to vivre au Québec! In this course, you'll learn how to give and take directions (très important!) You'll gain practice speaking on the telephone, ordering food at a restaurant, talking about trips, films you've seen or an activity you took part in. In short, you'll do what the locals do: chat with friends. Sure, there will be some formal exercises, but mostly, you'll be interacting with people... en français! 
*CNT*
This course is a great way to help you:
?	Summarize written and spoken information with greater precision;
?	Interact outside the classroom with more confidence;
?	Express yourself spontaneously, without fumbling for your words;
?	Read at a more relaxed, regular rhythm;
?	Build your vocabulary related to identity, leisure, travel, living, etc.;
?	Improve your understanding of the Québécois accent.
*APP*
This program takes an integrative approach to language learning that is collaborative, experiential, student-centered and community-based. In short, you?ll learn by doing, sharing, exchanging and? living en français.
*WHO*
?	Anyone who wants to improve their elementary-level French.
?	People trying to enter the job market or improve their employment opportunities.
?	Anyone who wants to discover the French-Canadian culture.
?	Students who want to work towards a Certificate of Proficiency in French.
*ADD*
Any student entering the program must write an in-person placement test in order to determine their level in the program."
4601,36329,CEFR,425,CONVERSATION FRANÇAISE 4,"*VID*
*KEYB*
<b>Me and my workplace.</b>
If you're like many students, you need a job. But a job interview can be a challenge, especially if French isn't your langue maternelle. This class can make a big difference by helping you improve your ability to communicate in a variety of everyday situations. It will help you build the confidence you need to answer questions with ease. Topics of general interest, newspapers, magazines and short videos will be used to enrich your vocabulary and stimulate discussions. Completing this class will mean you're two thirds of the way to earning your certificate of proficiency. Ne lâchez pas!
*CNT*
This course is a great way to help you:
?	Improve your ability to enumerate, describe and explain;
?	Interact outside the classroom in more varied situations;
?	Express yourself spontaneously, using more complex expressions;
?	Read at a more relaxed, regular rhythm;
?	Build your vocabulary related to the workplace, health, family, love, etc.;
?	Prepare for a job interview.
*APP*
This program takes an integrative approach to language learning that is collaborative, experiential, student-centered and community-based. In short, you?ll learn by doing, sharing, exchanging and? living en francais.
*WHO*
?	Anyone who wants to improve their elementary-level French.
?	People trying to enter the job market or improve their employment opportunities.
?	Anyone who wants to discover the French-Canadian culture.
?	Students who want to work towards a Certificate of Proficiency in French.
*ADD*
Any student entering the program must write an in-person placement test in order to determine their level in the program."
4602,36330,CEFR,525,CONVERSATION FRANÇAISE 5,"*VID*
*KEYB*
<b>Me and my future in Québec.</b>
This is the first level of francais intermédiare. That means you're feeling pretty comfortable. But there's still work to be done. In this course, you'll continue to refine your speaking skills and gain confidence through group discussions, debates and presentations. You'll be thinking more often in French, forming opinions and expressing them with growing ease. You might even start imagining your futur au Québec. Best of all, you'll be able to share your dreams with others... en français.
***Important note: As of the Fall 2019 session, the new prerequisite course for CEFR 525 will be CEFR 475
*CNT*
This course is a great way to help you:
?	Analyze and present more complex ideas;
?	Interact outside the classroom in more diverse contexts;
?	Express yourself more spontaneously and comfortably using appropriate idioms and expressions;
?	Read at a more relaxed, regular rhythm without hesitations;
?	Build your vocabulary related to flora and fauna, employment, learning strategies, etc.;
?	Prepare for and take part in a job interview;
?	Enrich your understanding of life and culture in Québec.
*APP*
This program takes an integrative approach to language learning that is collaborative, experiential, student-centered and community-based. In short, you?ll learn by doing, sharing, exchanging and? living en français.
*WHO*
?	Anyone who wants to improve their intermediate-level French.
?	People trying to enter the job market or improve their employment opportunities.
?	Anyone who wants to discover the French-Canadian culture.
?	Students who want to work towards a Certificate of Proficiency in French.
*ADD*
Any student entering the program must write an in-person placement test in order to determine their level in the program."
4603,36331,CEFR,625,CONVERSATION FRANÇAISE 6,"*VID*
*KEYB*
<b>Me and my accomplishments.</b>
Félicitations! If you've made it to this course, you have a good knowledge of French and can express yourself with relative ease. Now it's time to build on that by refining your speaking skills and becoming a better, more confident communicator in social and workplace situations. In this course, you'll take part in and lead discussion groups and you'll enrich your understanding of la culture et la vie quotidienne au Québec. You'll share information and opinions with your classmates. And then you'll celebrate when you've successfully completed the program and earned your certificat de compétence en français. 
***Important note: As of the Fall 2019 session, the new prerequisite course for CEFR 625 will be CEFR 575
*CNT*
This course is a great way to help you:
?	Summarize written and spoken information;
?	Interact with greater ease in more diverse contexts;
?	Express yourself spontaneously in spoken and written French;
?	Express your agreement or disagreement and support your positions with clear, well-developed arguments;
?	Build your vocabulary related to news stories, Québec geography, public services, vacations, etc.;
?	Prepare for and take part in a job interview.
*APP*
This program takes an integrative approach to language learning that is collaborative, experiential, student-centered and community-based. In short, you?ll learn by doing, sharing, exchanging and? living en français.
*WHO*
?	Anyone who wants to improve their intermediate -level French.
?	People trying to enter the job market or improve their employment opportunities.
?	Anyone who wants to discover the French-Canadian culture.
?	Students who want to work towards a Certificate of Proficiency in French.
	
*ADD*
Any student entering the program must write an in-person placement test in order to determine their level in the program."
