Course ID,Description
29014,"This course is designed for the advanced student wishing to do independent, individually supervised literature research on a specific topic in psychology. This research culminates in a written report. Students should have a well-defined topic and a faculty supervisor, typically selected from within the Psychology Department, before registering for this course.
NOTE: Students who have received credit for PSYC 436 may not take this course for credit."
29015,"This seminar provides students with experience in the design, conduct, analysis, and reporting of independent research in the major areas of psychology. The research is undertaken under the supervision of a faculty member.
Prerequisite: PSYC 311, 316; permission of the Department.
NOTE: Students who have received credit for PSYC 400 may not take this course for credit.



"
29016,"This course is for students who have completed a specialization project or honours thesis and wish to conduct an additional research project. Under the supervision of a faculty member, typically from within the Department, the student carries out an independent research project and completes a written report. The area of study is decided upon through consultation with the faculty member.
Prerequisite: PSYC 310, 315; 485 or 495; and permission of the Department.




"
29017,"The aim of this seminar is to provide a forum for the discussion of topics relating to current knowledge, theory, and methods in psychology, and to help students achieve a critical understanding of psychology. Topics may include learning, interpersonal relations, human development, perception, cognition, subjective well-being, or language. Emphasis is on current theory as it relates to selected topics within psychology.
Prerequisite: PSYC 311, 316; permission of the Department.
NOTE: Students who have received credit for PSYC 421 may not take this course for credit.



"
29018,"The aim of this seminar is to provide a forum for the discussion of issues relating to current knowledge, theory, and methods in psychology, and to help students achieve a critical understanding of psychology. Issues may include social and developmental processes, motivation, emotion, or the biological bases of behaviour. Selected issues from these areas are discussed from theoretical perspectives specific to given phenomena.
Prerequisite: PSYC 311, 316; permission of the Department.
NOTE: Students who have received credit for PSYC 422 may not take this course for credit.



"
29019,"This course requires the student to propose and conduct a study, and submit a thesis written according to the APA format. Students are also required to give an oral presentation in class on their proposal and on their final thesis. The work is supervised by a faculty member selected by the student, typically from within the Psychology Department.
Prerequisite: PSYC 311, 316. Open to final-year honours students with permission of the Department. 
NOTE: Students who have received credit for PSYC 430 may not take this course for credit.



"
29028,Please see GRAD Calendar
29030,Please see GRAD Calendar
29056,Please see GRAD Calendar
29116,Please see GRAD Calendar
29117,Please see GRAD Calendar
29118,Please see GRAD Calendar
29119,Please see GRAD Calendar
29120,Please see GRAD Calendar
29121,Please see GRAD Calendar
29122,Please see GRAD Calendar
29123,Please see GRAD Calendar
29124,Please see GRAD Calendar
29125,Please see GRAD Calendar
29126,Please see GRAD Calendar
29127,Please see GRAD Calendar
29128,Please see GRAD Calendar
29129,Please see GRAD Calendar
29130,Please see GRAD Calendar
29131,Please see GRAD Calendar
29132,Please see GRAD Calendar
29133,Please see GRAD Calendar
29134,Please see GRAD Calendar
29135,Please see GRAD Calendar
29136,Please see GRAD Calendar
29141,Please see GRAD Calendar
29155,Please see GRAD Calendar
29201,Please see GRAD Calendar
29202,Please see GRAD Calendar
29205,Please see GRAD Calendar
29207,Please see GRAD Calendar
29225,Please see GRAD Calendar
29243,Please see GRAD Calendar
29268,Please see GRAD Calendar
29330,Please see GRAD Calendar
29331,Please see GRAD Calendar
29332,Please see GRAD Calendar
29333,Please see GRAD Calendar
29334,Please see GRAD Calendar
29335,Please see GRAD Calendar
29338,Please see GRAD Calendar
29339,Please see GRAD Calendar
29340,Please see GRAD Calendar
29341,Please see GRAD Calendar
29342,Please see GRAD Calendar
29343,Please see GRAD Calendar
29344,Please see GRAD Calendar
29345,Please see GRAD Calendar
29346,Please see GRAD Calendar
29347,Please see GRAD Calendar
29348,Please see GRAD Calendar
29350,Please see GRAD Calendar
29351,Please see GRAD Calendar
29353,Please see GRAD Calendar
29354,Please see GRAD Calendar
29356,Please see GRAD Calendar
29357,Please see GRAD Calendar
29359,Please see GRAD Calendar
29362,Please see GRAD Calendar
29363,Please see GRAD Calendar
29364,Please see GRAD Calendar
29368,Please see GRAD Calendar
29372,Please see GRAD Calendar
29373,Please see GRAD Calendar
29563,"A studio course which provides a technical and conceptual introduction to painting focusing on the distinctive nature of the medium. Basic painting materials and processes are explored through exercises in figuration, abstraction, colour, composition, and the construction of pictorial space.
Prerequisite: While priority is given to students within the program, students wishing to enrol in the course must meet one of the following prerequisites:
Enrolment in a major or minor program in the Department of Studio Arts;
enrolment in a BFA program with credit requirements in Studio Arts;
written permission of the program director as determined by portfolio submission and space availability."
29566,"This studio course is an intermediate painting class in which directed projects allow students to explore a variety of approaches to the medium and to begin to develop a more personal visual language based on the skill sets acquired at the 200 level. Historical and contemporary issues in art practice are addressed in this course.
Prerequisite: PTNG 200."
29574,"An advanced painting class in which students develop a series of independent projects that allow them to create a coherent body of work in painting and to situate it within contemporary practice. Independent studio production may be supplemented by readings, lectures, seminars, museum/gallery visits, and visiting artists.
Prerequisite: Any 300-level PTNG course."
29578,"An exploration of collage as a means of expression evolving from the historical and artistic traditions of painting and drawing. 
Prerequisite: Written permission of the Department.




"
29579,"An advanced painting class in which students develop a series of independent projects that allow them to create a coherent body of work in painting and to situate it within contemporary practice. Independent studio production may be supplemented by readings, lectures, seminars, museum/gallery visits, and visiting artists.
Prerequisite: PTNG 400."
29580,"Through a series of special projects in drawing and painting, this course familiarizes the student with historical materials and techniques, and with other aspects of the artist?s concerns.
Prerequisite: DRAW 300; PTNG 300 or written permission of the Department.
NOTE: Students who have received credit for ART 420 may not take this course for credit.



"
29581,"This course provides a limited number of students the opportunity to pursue advanced studies in painting under the supervision of a full-time painting faculty member. A clearly defined written agreement between the student and the instructor involved is required before the independent study is undertaken. This agreement should clearly state the nature of the student?s research, and the scope of the project and schedule of work should be equivalent to the workload of a six-credit course. 
Prerequisite: 48 credits completed in degree program; a 400-level PTNG course previously or concurrently; and written permission of the Department.
A minimum cumulative GPA of 3.5 is required before requesting permission.



"
29582,"This course provides a limited number of students the opportunity to pursue advanced studies in painting under the supervision of a full-time painting faculty member. A clearly defined written agreement between the student and the instructor involved is required before the independent study is undertaken. This agreement should clearly state the nature of the student?s research, and the scope of the project and schedule of work should be equivalent to the workload of a three-credit course. 
Prerequisite: 48 credits completed in degree program; a 400-level PTNG course previously or concurrently; and written permission of the Department.
A minimum cumulative GPA of 3.5 is required before requesting permission. 



"
29583,"This course provides a limited number of students the opportunity to pursue advanced studies in painting under the supervision of a full-time painting faculty member. A clearly defined written agreement between the student and the instructor involved is required before the independent study is undertaken. This agreement should clearly state the nature of the student?s research, and the scope of the project and schedule of work should be equivalent to the workload of a three-credit course. 
Prerequisite: 48 credits completed in degree program; a 400-level PTNG course previously or concurrently; and written permission of the Department.
A minimum cumulative GPA of 3.5 is required before requesting permission.



"
29592,Please see GRAD Calendar
29594,Please see GRAD Calendar
29596,Please see GRAD Calendar
29597,Please see GRAD Calendar
29669,Please see UGRD Calendar
29759,"This course explores the conceptual elements that underlie the religious experience. These elements include the notion of the sacred, beliefs, cosmologies and myths, the origins and understanding of evil, ethics and salvation.

NOTE: Students who have received credit for RELI 211 may not take this course for credit.



"
29760,"This course focuses on the day-to-day practice of religious traditions. Included are the expression of religious experiences through art, music, and scripture; transmission of these religious expressions through ritual, worship and mystical/ecstatic practices; and the construction and maintenance of different types of religious authority and communal identities.

NOTE: Students who have received credit for RELI 211 may not take this course for credit.



"
29764,"This course surveys the history, doctrines, institutions, and practices of religions that arose in Western Asia, including Judaism, Christianity, and Islam. The course examines contemporary forms of religious life in those parts of the world where these traditions have spread, as well as indigenous religions. The course explores the religious activities and experiences of both women and men within these various traditions.

NOTE: Students who have received credit for RELI 213 or RELZ 214 may not take this course for credit.



"
29765,"This course surveys the history, doctrines, institutions, and practices of religions that have arisen in and spread throughout Asia, including Hinduism, Buddhism, and the religions of China and Japan. The course explores the religious activities and experiences of both women and men within these traditions.

NOTE: Students who have received credit for RELI 213 or RELZ 215 may not take this course for credit.



"
29766,Please see UGRD Calendar
29769,"This course examines the continuities and changes in Jewish society, institutions, concepts, and traditions from ancient times to the present. It also provides an introduction to Jewish practice and belief in its contemporary diversity, including a survey of the rituals, symbols, and ceremonies of Jews today.

NOTE: Students who have received credit for RELI 222 may not take this course for credit.



"
29772,"This course provides an introductory survey of key developments and enduring structures in the historical evolution of Christianity. It examines the variety of expressions of faith embodied in different churches, and traces the ways in which beliefs, institutions, symbols, and rituals have in the past and continue today to carry forward the Christian tradition as a world religion in a variety of cultural contexts."
29773,"This course explores the religious tradition of Islam through the beliefs and practices of the vast number of Muslims scattered throughout the world - in the Middle East, South and Southeast Asia, North America, and other places. It examines the scriptures and common rituals or """"pillars"""" of the religion, as well as expressions of life and culture in the past and present such as the law (shariah), mystical orders, and the arts."
29774,"This course surveys Hinduism in its diverse history, sects, schools of thought, sacred texts, spiritual practices, and contemporary interpretations. Students focus on several prominent dimensions of the tradition, including the Hindu temple, mysticism and metaphysics in the Upanishads, karma and rebirth, dharma (religious duty and the cosmic/social order), moksha (liberation), gender and caste, devotional traditions, and narrative literatures.





"
29775,"This course introduces students to the diversity of forms of Buddhism that have emerged in history and are practised today. It examines those aspects that are shared in common by Buddhists all over the world, including reverence for the Buddha, support of the monastic order, and adherence to the Buddha's teachings. The course explores the ways in which these ideals and beliefs are expressed through such Buddhist practices as worship, study, pilgrimage, and meditation.

NOTE: Students who have received credit for RELI 350 or 364 may not take this course for credit.



"
29776,"This course introduces students to the link between Jews and food. It explores the
interrelationship between sacred texts, cookbooks, film, fiction, and current theories on ethnic 'foodways'. The study of foodways is a growing field that yields insight into the patterns of group formation, cultural development and communal identity. Judaism provides a good case study of these variables.

NOTE: Students who have received credit for this topic under a RELI 298 number may not take this course for credit."
29777,"This introduction to the particular problems and issues in the study of women and religion uses case studies from various religious traditions. The course presents a survey of the different levels of participation, the complex ritual activities, and the intriguing divine imagery associated with women that are found in many religious traditions. Questions pertaining to the contemporary feminist discourse on such topics as witchcraft, matriarchy, and goddess religions are also explored.





"
29804,"This course takes a sociological and historical approach towards understanding new religious movements (NRMs), popularly known as ?cults.? The course examines the reasons for their controversial status in society, and undertakes a survey of the beliefs, rituals, leadership, membership, recruitment strategies, and social organization of a number of specific NRMs.
NOTE: Students who have received credit for RELI 217 or for this topic under a RELI 298 number may not take this course for credit."
29805,"This course introduces students to one of the great works of world literature, the Hebrew Bible. It familiarizes the student with the major genres of the Hebrew Bible and with the history, culture, and religion of ancient Israel. Particular attention is given to modern scholarly methods of interpretation, to the literary dimensions of the Bible, and to the subsequent development of Jewish interpretation and practice that builds on the Bible."
29806,Please see UGRD Calendar
29810,"Heir to one of the world?s great civilizations, Iran today is often viewed negatively by the West. However, the reality of life in the Islamic Republic differs in many ways from popular conceptions. This course explores the roots, development and current situation of a uniquely modern and dynamic contemporary Muslim society. Topics include gender relations, political theory, contemporary literature and the arts."
29811,"Based on the study of significant texts, this course offers a historical and sociological exploration of the range of mystical and ecstatic experiences within the Christian tradition. Special consideration is given to the role which gender plays in understanding these experiences.





"
29812,"This course introduces students to the history of Christianity in the United States. from the 1630s to the present, with an emphasis on the modern period. It traces how the U.S. has become the most religious country in the developed world and explores how Americans understand and practice Christianity. It covers key historical moments and movements, including Puritanism, revivals and awakenings, missions, abolition and slavery, fundamentalism, anti-Communism and Pentecostalism.

NOTE: Students who have received credit for this topic under a RELI 398 number may not take this course for credit."
29814,"This course considers ethical issues arising in the context of personal and interpersonal relations, families and friendships, and health and medical care. These issues are discussed in relation to traditional and contemporary moral perspectives, both religious and non-religious. Topics covered may vary from year to year, but may include discussions of conscience and career, privacy, sexual relations, harassment, substance abuse, abortion, euthanasia, and gay and lesbian relations.

NOTE: Students who have received credit for RELZ 310 may not take this course for credit.



"
29815,"Christianity's ""centre"" has shifted to the global south. This course examines contemporary Christianity in its many forms around the world. It pays special attention to how people, ideas and ministries cross borders and the implications of globalization for Christian practice and theology. Topics covered may include televangelism and media, Internet religion, pilgrimage, immigration, refugees and ""transplanted"" religion, mega-church networks, post-colonial missions and ""reverse"" missionaries, Pentacostalism and the rise of African and Asian Independent Churches."
29816,"This course considers ethical issues arising in the context of social, legal, and political relations. These issues are discussed in relation to both traditional and contemporary moral perspectives, both religious and non-religious. Topics covered typically include discussions of social and economic inequality, welfare, poverty, just punishment, business ethics, public ethics, economic development, and sustainable development.

NOTE: Students who have received credit for RELI 332 or RELZ 312 may not take this course for credit.



"
29817,"Zoroastrianism, an ancient but little-known faith now counting no more than a few hundred thousand practitioners living mainly in India and Iran, is one of the most significant traditions in the history of religions. It provided a world-view and ethical framework later adopted by Judaism, Christianity, and Islam and shares significant common roots with Hinduism. The Zoroastrians of India - the Parsis - have continued to play an influential role in shaping that country's development in modern times. This course covers the 3,000-year history of Zoroastrianism, including controversies surrounding its origins, its contributions to other religions, its eventual decline and the surviving global Zoroastrian diaspora of contemporary times."
29819,"About one-third of the world?s Muslims live in India, Pakistan, or Bangladesh, making Southern Asia the world region with the largest proportion of Muslims. Yet many aspects of Muslim belief and practice in these countries have a distinctively South Asian flavour and in some cases derive from regional cultural traditions. This course looks at the history of Muslim presence in Southern Asia, including its extensive political and cultural impact from the seventh century to the present, and investigates the complexities of communal identity over the course of that history. The role of Sufism and Muslim contributions to South Asian literature, art, architecture, and music are also explored."
29820,"The course explores the various aspects of Muslim civilization from its initial spread from Arabia to Spain, sub-Saharan Africa, India, and China, up to the age of the Ottoman, Safavid, and Mughal empires in the 16th and 17th centuries. Special attention is given to the emergence of schools of law, theology, philosophy, and mystical orders, as well as the literature, arts, and architecture of diverse Muslim societies.





"
29821,"The course explores the emergence and development of Islamic mysticism, beginning with pious individuals in the eighth century and coalescing into institutional forms by the 10th. Attention is given to the teachings of key mystical figures, the Sufi orders, and the social role of Sufism. Sufi poetry, music, and other forms of devotion and practice are studied in the contexts of diverse Muslim societies over the past one thousand years.

NOTE: Students who have received credit for this topic under a RELI 379 number may not may not take this course for credit."
29822,"This course explores the history and ideas of Shiism, from the inception of the movement to the present. The various sects are introduced and studied, including the Twelvers, Ismailis, Druze, and Alawites. Shiite doctrines related to esoterism, quietism, and messianism are considered in comparison with other religions, while study of the modern period treats subjects such as theocracy, political activism, and martyrdom."
29823,"This course surveys some of the questions raised by modernity for Muslims and the various responses Muslims have sought to formulate and put into practice. Issues addressed may include government, law, gender, relations with the West, and religious authority."
29824,"This course examines how Christianity emerged from a small, splinter movement within Judaism to become the religion of the Roman Empire. It traces the various debates that gave shape to this new movement, stressing the diverse perspectives evident in early Christian sources. Among the topics considered are Jewish and Christian relations, martyrdom and persecution, prophecy and visionary experience, orthodoxy and heresy, gender, sexuality and the body, canon and religious authority, as well as sacred space.
NOTE: Students who have received credit for RELI 303 or for this topic under a RELI 498 number may not take this course for credit."
29825,
29826,
29828,"This course examines marginal forms of Christianity that have found themselves ignored, excluded, or suppressed by more mainstream Christian groups and institutions. Topics may include ""heretical,"" apocalyptic, millenarian, and charismatic movements. The course considers the practices, self-understanding, and worldviews of marginal forms of Christianity within their particular cultural, political, and historical contexts."
29829,"This course, which varies in focus from year to year, investigates the lives of controversial or influential women and men in the history of different religious traditions. Going beyond mere biography, the course situates particular figures within their social and cultural contexts, while dealing with how such prominent figures were viewed, portrayed, and used by others. Specific topics for this course will be stated in the Undergraduate Class Schedule; examples are Moses, Jesus and Mary."
29832,"This course is a survey of Jewish religion, culture, and literature in its formative period, from the fifth century Before the Common Era to the 10th century of the Common Era. The focus is on key moments, movements, and cultural motifs that demonstrate the ways in which Jewish groups were both part of their larger cultural world and distinctive; both divided into a variety of groups, but also united."
29833,Please see Undergraduate Calendar
29834,"This course surveys the major historical events, sociological and political forces, and intellectual currents which shaped Judaism in the modern period as well as the ways that Jewish communities responded to these forces. Among the topics explored are Emancipation, forms of religious adjustment, anti-semitism, the experience of Jewish communities in Russia and North America, the Holocaust, and Zionism and the state of Israel.





"
29835,Please see UGRD Calendar
29837,"Religious, historical, literary, and political contexts have been applied to come to terms with the events of the Holocaust. All of these are relevant as students read important and provocative novels dealing with such issues as ethics, the relationship between art and history, the use of humour and popular cultural forms, as well as the way that storytelling helps direct our understanding of events that are often said to be incomprehensible. The wider impact of fiction dealing with the Holocaust on the popular media, including film, CD-ROMs, video, and news reporting, is also considered.

NOTE: Student who have received credit for this topic under a RELI 398 number may not take this course for credit.



"
29838,"This course explores the Jewish voice in Canadian literature which can be seen to be the first opening toward a multicultural tradition in this country. Writers such as A.M. Klein, Mordecai Richler, Henry Kreisel, and Leonard Cohen created an English-language tradition of Jewish writing that is varied, provocative, and lively. Students look at novels, short stories, some poetry, memoir, and criticism. Students also consider non-Jewish authors, such as Gwethalyn Graham and Mavis Gallant, who were among the first to write about Jewish characters for an English-speaking Canadian audience. This course allows students to consider issues related to Canadian identity and culture, ethnic studies, and multiculturalism alongside literary questions.

NOTE: Students who have received credit for this topic under a RELI 335 number may not take this course for credit.



"
29839,"In this course, stories are read from the entire scope of Jewish history ? from the Bible to modern Jewish film and fiction. Each of these stories will reveal something about the cultures from which they emerged ? their fantasies about themselves and about others; about humans, not-so-humans, and God; about life and death and everything in between. Taken together, these stories tell the story of Judaism, in all its inexhaustible variety and colour.
NOTE: Students who have received credit for this topic under a RELI 398 number may not take this course for credit."
29841,Please see UGRD Calendar
29844,Please see Undergraduate Calendar
29845,"The discovery of the Dead Sea Scrolls changed our understanding of early Judaism and shed new light on Christian origins. The Scrolls preserve the oldest copies of the books that would come to be included in the Hebrew Bible, plus hundreds of other Jewish writings of the Hellenistic and early Roman eras: apocalypses, biblical interpretation and apocryphal stories, community rules, hymns and poems, legal and liturgical texts, wisdom literature, and much more. This course provides students with a basic introduction to the Dead Sea Scrolls - the texts, the community, and their ideas - examined in the larger context of early
Judaism.

NOTE: Students who have received credit for this topic under a RELI 498 number may not take this course for credit."
29846,Please see UGRD Calendar
29847,"This course examines the ramifications of the Holocaust in Jewish and Christian thought. Issues discussed include the problem of evil; suffering; the election of Israel; God's relation to the course of human events.

NOTE: Students who have received credit for RELI 358 may not take this course for credit.



"
29848,"This introduction to the religious concepts, practices, and wisdom of ancient India is based on the literature of the Vedic period, including the Upanishads. The course examines the contribution of various aspects of the Vedic tradition to the development of Hinduism, and explores the interaction among religions in the ancient period.





"
29851,"This course examines the history, thought, and practices of Yoga in their religious and cultural contexts. In the modern West, Yoga has become popular as a secular form of exercise. However, as this course shows, the diverse Yoga traditions of India have also involved sophisticated analyses of the mind and systems of meditation. Intrinsic to no single religion, Yoga has had roles in most South Asian traditions, including Hinduism, Buddhism, Jainism, and Sufism or Islamic mysticism. The course surveys this rich history, and the various forms of meditative and physical discipline Yoga has entailed.

NOTE: Students who have received credit for this topic under a RELI 398 number may not take this course for credit.



"
29852,Please see Undergraduate Calendar
29854,Please see Undergraduate Calendar
29855,Please see UGRD Calendar
29856,"This historical and sociological examination of religion?s impact on and intersection with the structures of South and Southeast Asian society, explores such issues as caste and class, gender and family relations, links between religion and the state, and relations between Hindu, Buddhist, and Muslim communities."
29858,"This course examines the early history, doctrine, institutions, and practices of Buddhism in India, and follows the development of Theravada Buddhism in the countries of Southeast Asia up to the present day."
29859,"This course takes into account the arrival of large numbers of Western European Jews in Poland and the Russian empire; the rise of Chasidism; the pre-World War II Yiddish cultural ferment; and political parties. The course focuses on recent developments: the rise of tourism to Eastern Europe; the historical, educational and memorial challenges associated with a reclamation of identity; and contemporary musical, religious and literary expressions.

NOTE: Students who have received credit for this topic under a RELI 398 or 498 number may not take this course for credit"
29860,Please see UGRD Calendar
29863,Please see UGRD Calendar
29864,"This course examines films that deal with religious themes - explicitly or implicitly - and provides an opportunity to analyze the language of film as a form of narrative through which cultural and religious ideas are transmitted.

NOTE: Students who have received credit for this topic under a RELI 398 number may not take this course for credit.



"
29865,"This course explores how religion may be seen to engender or exacerbate violence, as well as the ways that religion may critique, prevent or even offer alternatives to violence. Sacred writings, theologies, rituals and communal actions of particular communities are studied, as well as notions of the self, the group, others, outsiders and enemies. In particular, the life-work and writings of such key figures as Mahatma Gandhi and Martin Luther King are studied in order to provide some religious perspectives on the relationship between non-violence and the resistance to injustice.

NOTE: Students who have received credit for this topic under a RELI 398 number may not take this course for credit.



"
29867,"This course examines how religion in Canada and America is contested and practised in ""the public square,"" for example, through political speeches, cultural events and ceremonies, in legal codes and in public places. Themes may vary from year to year.

NOTE: Students who have received credit for RELI 403 may not take this course for credit."
29868,"This course introduces students to debates and themes that have coloured the
anthropology of religion over the last century. After covering classic anthropological texts, it focuses on contemporary issues including self-reflexivity, power/agency, materiality and consumption, post-colonization, post-modernity/secularity and communitas.

NOTE: Students who have received credit for this topic under an ANTH 398 or RELI 398 number may not take this course for credit."
29869,"This course concentrates on the historical development of Chinese religions from the earliest periods of Chinese civilization to contemporary times. It investigates the relationships among the classical religious traditions as portrayed through scriptures, commentaries, and rituals. Focus is placed on the unfolding of the five great religious currents of China: the classical imperial cults, Daoism, Confucianism, Buddhism, and popular cults.

NOTE: Students who have received credit for RELI 349 may not take this course for credit.



"
29870,"This course uses a historical approach to understand the development of Japanese religious traditions. It investigates popular Japanese cults and religions, the assimilation of foreign religious thought and practices, and the implantation of Buddhism, Confucianism, and other models from China. Religious sectarianism, state regulated religious schools, cults, and the role of religion in the establishment of Japanese national identity are also studied."
29871,"""The goal of this course is to familiarize students with current issues in Tibetan studies and to enhance understanding of Tibetan religion in Tibet, China and the rest of the world. It examines the """"nameless"""" popular religions of Tibet, including mountain cults, shamanism, spirit possession and a variety of manifestations of popular religion. Students become familiar with the main schools of Tibetan Buddhism and the Bon religion, their history, dogma, lineages, philosophical enquiries, ritual and ascetic practices.""

NOTE: Students who have received credit for this topic under a RELI 398 number may not take this course for credit.



"
29872,"This course provides an introduction to the religious culture of the Jain community. The early history of the Jain tradition in India is explored through a consideration of the life stories of the great teachers of the tradition, of the classical systems of Jain philosophy, cosmology and ethics, and of the rich traditions of Jain narrative literature and art. Contemporary Jainism, including the religious practices of monks, nuns, laymen, and laywomen, and the contemporary relevance of Jainism?s central precept of universal non-violence (ahimsa) are also studied.

NOTE: Students who have received credit for this topic under a RELI 398 number may not take this course for credit."
29873,Please see UGRD Calendar
29874,"This course examines how literary works assist in the understanding of religious traditions, and how literary texts can stand as reinterpretations of religious texts and beliefs in a number of religious traditions. Readings include canonical religious, literary, and critical texts. Consideration is given to how certain provocative books have created social and political unrest, as well as to how certain thinkers understand literary undertakings as expressions of religious modes of thought and creativity."
29875,"This course explores sacred music in its religious and cultural contexts. It examines the ways in which religion has served as an inspiration and performance context for music across the world, and some of the ways in which musical expression has been central to religious practice. Topics range from Gregorian chant to Quranic recitation, from Hindu, Muslim, and Sikh devotional song in South Asia to esoteric Tibetan chant, and from J.S. Bach to Gospel singing in African-American churches.

NOTE: Students who have received credit for this topic under a RELI 398 number may not take this course for credit."
29877,Please see UGRD Calendar
29879,Please see UGRD Calendar
29883,"This course examines beliefs about health and healing in various religions and different periods of history. It examines the cultural systems linked to disease, pathology and health, along with ritualistic, meditative, hygienic and other strategies used to deal with sickness. The course explores concepts of health, longevity and the human body in relation to society, nature, and culturally conceived transcendent worlds.

NOTE: Students who have received credit for RELI 369 may not take this course for credit."
29884,"This study of religious attitudes to the human body focuses on the body as a foundation for religious symbolism, religious community and identity, ritual, and religious experience. The course examines these problems with reference to various religious traditions. Issues examined include purification of the body; eating; mortification and mutilation of the body; attitudes towards dead bodies and physical immortality; attitudes towards bodies as gendered; and embodied spirituality and incarnation."
29885,This course examines the concepts of mysticism articulated by contemporary scholarship. It then looks at mystical texts and experiences from a variety of religious traditions both comparatively and with respect to their position within the dynamic of their own traditions.
29886,Please see UGRD Calendar
29888,"This course examines the role religions have played in the development of Canada as well as their influence in Canadian society, politics, and culture. Attention is paid as well to the interaction of different religious groups in the Canadian context."
29889,"This survey looks at various perspectives and methods used in psychology as they are relevant to understanding the role and value of religion for the individual. The course examines the ideas of such figures as William James, Freud, and Jung, among others, and considers such topics as intense religious experience, conversion, images of God, myth and symbol, ritual, and religious and moral development.





"
29890,Please see UGRD Calendar
29892,"This course provides a comparative perspective on the variety of conceptions and practices related to death and dying that are found in different world religions. In addition, the course considers how people in contemporary North American society utilize traditional religious concepts and rituals, scientific understandings and medical procedures, or innovative combinations of ideas and practices with which to cope.





"
29893,"This course introduces students to some classical and contemporary discussions in the field of philosophy of religion. It will explore such topics as: the nature of religion, religious experience, faith and reason, religious language, religion and science, religious diversity, and religion and morality. It examines in what ways comparative philosophy of religion and feminist philosophy of religion challenge the very nature, parameters, and traditional questions of philosophy of religion as a whole.

NOTE: Students who have received credit for this topic under a RELI 398 number may not take this course for credit."
29899,"This course examines, from a comparative and historical perspective, the interplay between religion and sexuality. It looks at the development of attitudes towards sexuality within diverse religious traditions, and religious manifestations of sexuality. Topics include, among others: human reproduction, gender roles and identity, birth control, abortion, celibacy, sexual variance, and homosexuality.





"
29900,"This course explores the status and religious roles of women within the Judaic tradition. Its focus is on the practice of the religion, especially the ritual and legal spheres. The relationship between common practice, popular attitudes, and formal legal principles is examined in order to inquire into issues of gender and religion"
29901,"The focus of the course is the role of women and the conflicting patterns of gender construction in the history of Christianity. Through a critical use of primary and secondary sources, both visual and textual, the course explores the sources of women's power and subordination in order to illuminate the relationship between gender and the Christian tradition.





"
29902,"This course explores past and present debates among Muslims about the ideal status of women in Islam. The historical and legal background - the material of the debate - is examined first. The class then considers how a variety of discourses, ranging from conservative to Muslim-feminist, treat and manipulate this material.





"
29903,"This course examines the roles and activities of Hindu women. Issues to be considered include the construction in history of models for the ?Hindu woman? and the ways in which such models have shaped Hindu women?s lives and experience, the religious activities of Hindu women, the contemporary concerns. The relation between abstract Hindu conceptions of ?the feminine? ? as a force to be revered, regulated, or repressed ? and the actual circumstances and activities of Hindu women, both in the present and in the past, is discussed."
29904,"This course explores the situation, activities, and experiences of women within Buddhism. Using an historical approach, the course examines the circumstances of women in early Buddhism, and traces subsequent developments in India, Tibet, Southeast Asia, the Far East, and the West, up to the present day.





"
29905,"This course approaches the study of magic, witchcraft, and religion from a variety of perspectives. Taking examples from indigenous cultures, the ancient world, medieval Europe, the early modern period and contemporary movements, the practices and rituals that have been labelled magic or witchcraft are examined, along with the responses to them. The course explores how magicians and witches view themselves, how different cultures relate to them, and how magic, witchcraft, and religion merge and diverge.

NOTE: Students who have received credit for this topic under a RELI 398 number may not take this course for credit.



"
29906,"This comparative survey of female divinity and feminine imagery studies various religious traditions. Among the issues to be explored are the imaging of goddesses as mothers; the conception of forces like fertility, energy, materiality, and knowledge as feminine; the correspondences and relations between goddesses and women; and the contemporary feminist recovery of the Goddess.





"
29907,"This course examines the wide variety of perspectives on sexuality within Scripture. It considers the ancient contexts in which these texts were composed as well as how Jews and/or Christians have read these texts over time, in light of changing notions of sexuality and gender. Among the topics considered are gendered and sexual identities, celibacy, marriage, same-sex relationships, human reproduction and child-rearing, and sexual desire. Ultimately, it addresses how the Bible reflects and has informed the various Jewish and/or Christian perspectives on these issues.
NOTE: Students who have received credit for this topic under a RELI 398 number may not take this course for credit."
29908,Please see UGRD Calendar
29909,Please see UGRD Calendar
29910,Please see UGRD Calendar
29911,"This course explores women?s experience in the development of Israeli society. Students are introduced to the history, social planning, politics and religious authority that have shaped the current status of women in Israel.

NOTE: Students who have received credit for this topic under a RELI 398 number may not take this course for credit."
29916,"This course investigates the origins, development, and significance of Satan in early
Judaism and the history of Christianity. Consideration is given to some of the most
important literary and visual depictions of this figure from the ancient world
through the Middle Ages to present day. The course sheds light on how intellectuals
thought of this figure and also how Satan came to play an important role in popular culture down through the centuries.

NOTE: Students who have received credit for this topic under a RELI 398 number may not take this course for credit."
29920,Please see UGRD Calendar
29921,"This course examines food cultures and food rituals and explores religious meanings and the making of religious identities. The preparing and sharing of food defines religious community and expresses religious values. In looking at food in several world religions, this course focuses on how food can serve as a medium of transmission and transaction, and on the roles that women and men, gods and ancestors, and other beings and forces have in this network.
NOTE: Students who have received credit for this topic under a RELI 398 number may not take this course for credit"
29923,Please see UGRD Calendar
29957,Please see UGRD Calendar
