CourseId,Title,Subject,Number,Description,seeAlso,Topic,Outline
46516,TOPICS/STUDIO:IDEAS & ISSUES,ARTT,399,"This seminar course provides the opportunity for students of various studio practices to discuss changing issues in theory/practice. Visual material, directed readings, exhibition visits, and invited speakers will be determined by the special topic.
Prerequisite: Enrolment in a BFA program or written permission of the Department.",,,
46517,SPEC.TOPICS CONT.STUDIO PRAC,ARTX,399,"This studio course brings together students with a practice based in any of the studio disciplines, and/or who have been following an interdisciplinary practice, allowing discussion and exchange on their work in relation to the aspect of art making that this special topic addresses.
Prerequisite: Enrolment in a BFA program or written permission of the Department.",,,
46518,TOPICS IN ART & IDEOLOGY,ASEM,644,Please see GRAD Calendar,,,
46519,ASPECTS CONTEMPORARY CINEMA,ASEM,654,Please see GRAD Calendar,,,
46520,Selected Topics in Biology,BIOL,298,Please see UGRD Calendar,,,
46521,INTERMEDIATE TOPICS/BIOLOGY,BIOL,398,Please see UGRD Calendar,,,
46522,ADVANCED TOPICS IN ZOOLOGY,BIOL,438,Please see UGRD Calendar,,,
46523,ADVANCED TOPICS IN ZOOLOGY,BIOL,439,Please see UGRD Calendar,,,
46524,ADVANCED TOPICS IN BIOLOGY,BIOL,498,Please see UGRD Calendar,,,
46525,RDGS/ORGANISMAL BIOLOGY I,BIOL,606,Please see GRAD Calendar,,,
46526,RDGS/ECOLOGY & BEHAVIOUR II,BIOL,607,Please see GRAD Calendar,,,
46527,ADVANCED TOPICS IN EVOLUTION,BIOL,612,Please see GRAD Calendar,,,
46528,ADV TOPICS/BIOINFORMATICS,BIOL,630,Please see GRAD Calendar,,,
46529,SEL TOPICS IN BIO-PHYS EDUC,BIOP,393,Please see UGRD Calendar,,,
46530,ADV TOPICS IN BIO-PHYS EDUC,BIOP,493,Please see UGRD Calendar,,,
46531,ADV TOPICS IN BIO-PHYS EDUC,BIOP,495,Please see UGRD Calendar,,,
46532,SEL TOPICS IN BIO-PHYS EDUC,BIOP,497,Please see UGRD Calendar,,,
46533,SEL TOPICS IN BIO-PHYS EDUC,BIOP,499,Please see UGRD Calendar,,,
46534,ADVAN TOPICS IN BIO-PHYS ED,BIOP,597,Please see GRAD Calendar,,,
46535,ADVAN TOPICS IN BIO-PHYS ED,BIOP,599,Please see GRAD Calendar,,,
46536,TOPICS IN BLDG ENGINEERING I,BLDG,690,Please see GRAD Calendar,,,
46537,TOPICS IN BUILDING ENGINEERING:,BLDG,691,Please see GRAD Calendar,,,
46538,SELECT TOPICS - BLDG SCIENCE,BLDG,769,Please see GRAD Calendar,,,
46539,SELECTED TOP IN BLDG ENVIRON,BLDG,779,Please see GRAD Calendar,,,
46540,SELECT TOP:CONSTRUCT MANAGE,BLDG,789,Please see GRAD Calendar,,,
46541,TOPICS IN KINETIC IMAGERY,CART,355,"This course provides an opportunity for the study of special topics in kinetic imagery. Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.
Prerequisite: 24 credits in a Computation Arts program. 
NOTE: Students who have received credit for DFAR 355 may not take this course for credit.",,,
46542,TOPICS/ABSTRACT SOUNDSCAPES,CART,356,"This course provides an opportunity for the study of special topics in abstract soundscapes. Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.
Prerequisite: 24 credits in a Computation Arts program. 
NOTE: Students who have received credit for DFAR 356 may not take this course for credit.",,,
46543,TOPICS IN MULTIMEDIA THEORY,CART,454,Please see UGRD Calendar,,,
46544,SPECIAL TOPICS IN CART,CART,498,"An advanced course which provides an opportunity for the study of specialized aspects and applications in digital fine arts. Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.
Prerequisite: Enrolment in a Computation Arts program or written permission of the Department.",,,
46545,SELECTED ISSUES IN CATS,CATS,631,Please see GRAD Calendar,,,
46546,SELECTED TOPICS IN CDNS,CDNS,299,Please see UGRD Calendar,,,
46547,SELECT TOPICS-CANADIAN STUD,CDNS,320,Please see UGRD Calendar,,,
46548,SPECIAL TOPICS IN CERAMICS,CERA,398,"A workshop/seminar, providing an opportunity for the study of specialized aspects of ceramics. Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.",,,
46549,SPECIAL TOPICS IN CERAMICS,CERA,399,"A workshop/seminar course providing an opportunity for the study of specialized aspects in ceramics.
Prerequisite: Written permission of the Department.",,,
46550,SPECIAL TOPICS IN CERAMICS,CERA,499,"An advanced studio course which provides an opportunity for the study of more specialized aspects of ceramics. Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.",,,
46551,SELECTED TOPICS IN CHEMISTRY,CHEM,298,Please see UGRD Calendar,,,
46552,SELECTED TOPICS IN CHEMISTRY,CHEM,398,Please see UGRD Calendar,,,
46553,SELECT TOPICS-PHYSICAL CHEM,CHEM,437,Please see UGRD Calendar,,,
46554,ADVANCED TOPICS IN CHEMISTRY,CHEM,498,Please see UGRD Calendar,,,
46555,SEL TOPICS,CHEM,670,Please see GRAD Calendar,,,
46556,TOPICS IN CONCEPT DEVELOP.,CHST,625,Please see GRAD Calendar,,,
46557,ISSUES IN EDUCATION,CHST,630,Please see GRAD Calendar,,,
46558,ISS IN INCLUSIVE & SPEC ED,CHST,632,Please see GRAD Calendar,,,
46559,STUDYING YOUNG MINDS,CHST,635,Please see GRAD Calendar,,,
46560,SPEC TOPICS IN CHILD STUDIES,CHST,640,Please see GRAD Calendar,,,
46561,SPECIAL TOPICS IN FILM STUD,CINE,440,Please see UGRD Calendar,,,
46562,SPECIAL TOP-FILM PRODUCTION,CINE,450,Please see UGRD Calendar,,,
46563,SPECIAL TOP-FILM PRODUCTION,CINE,451,Please see UGRD Calendar,,,
46564,TOPICS IN CIVIL ENGR I,CIVI,691,Please see GRAD Calendar,,,
46565,TOPICS IN CIVIL ENGR I,CIVI,692,Please see GRAD Calendar,,,
46566,SPECIAL TOP-SOIL MECHANICS,CIVI,758,Please see GRAD Calendar,,,
46567,TOPICS IN CIVIL ENGR II,CIVI,790,Please see GRAD Calendar,,,
46568,SELECTED TOPICS IN CLASSICS,CLAS,298,"Specific topics for these courses, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.",,,
46569,SELECT TOPICS IN CLASSICS,CLAS,371,Please see UGRD Calendar,,,
46570,SELECTED TOPICS IN CLASSICS,CLAS,398,Please see UGRD Calendar,,,
46571,ADV TOPICS IN CLASSICS,CLAS,470,Please see UGRD Calendar,,,
46572,ADV TOPICS IN CLASSICS,CLAS,471,Please see UGRD Calendar,,,
46573,ADVANCED TOPICS IN CLASSICS,CLAS,498,Please see UGRD Calendar,,,
46574,SPEC. TOPICS IN COMPOSITION,CMUS,498,Please see UGRD Calendar,,,
46575,TOPICS/COMPUTER ENGINEERING,COEN,498,Please see UGRD Calendar,,,
46576,TOPICS/COMPUTER ENGINEERING,COEN,691,Please see GRAD Calendar,,,
46577,SEMINAR COURSE,COMM,299,Please see UGRD Calendar,,,
46578,SEMINAR COURSE,COMM,499,Please see UGRD Calendar,,,
46579,TOPICS IN COMPUTER SCIENCE,COMP,498,Please see UGRD Calendar,,,
46580,TOPICS/COMPUTER SCIENCE,COMP,691,Please see GRAD Calendar,,,
46581,SELECT TOP-DIGITAL SYSTEMS,COMP,729,Please see GRAD Calendar,,,
46582,SEL TOP-THEORETICAL COMP SCI,COMP,739,Please see GRAD Calendar,,,
46583,SELECTED TOPICS IN SOFTWARE,COMP,749,Please see GRAD Calendar,,,
46584,SEL TOPICS-INFORMATION MANA,COMP,759,Please see GRAD Calendar,,,
46585,SEL TOP - NUMERICAL COMPUTAT,COMP,769,Please see GRAD Calendar,,,
46586,SEL TOPICS-COMP APPLICATIONS,COMP,779,Please see GRAD Calendar,,,
46587,SELECTED TOPICS IN COMS,COMS,298,Please see UGRD Calendar,,,
46588,SELECT TOPICS-COMMUN STUDIES,COMS,300,Please see UGRD Calendar,,,
46589,SEL. TOPICS IN CDN. CINEMAS,COMS,303,Please see UGRD Calendar,,,
46590,Selected Topics in Communication Studies,COMS,398,Please see UGRD Calendar,,,
46591,SELECTED TOPICS IN COMS,COMS,399,Please see UGRD Calendar,,,
46592,ADV TOPICS-COMMUN STUDIES,COMS,440,Please see UGRD Calendar,,,
46593,ADV TOPICS-COMMUN STUDIES,COMS,441,Please see UGRD Calendar,,,
46594,ADV TOPICS-COMMUN STUDIES,COMS,442,Please see UGRD Calendar,,,
46595,ADV TOPICS-COMMUN STUDIES,COMS,443,Please see UGRD Calendar,,,
46596,SELECTED TOPICS IN COMS,COMS,447,Please see UGRD Calendar,,,
46597,SELECTED TOPICS IN COMS,COMS,448,Please see UGRD Calendar,,,
46598,SELECTED TOPICS IN COMS,COMS,449,Please see UGRD Calendar,,,
46599,ADV TOPICS-BROADCAST JOURNAL,COMS,450,Please see UGRD Calendar,,,
46600,Advanced Topics in Communication Studies,COMS,498,Please see UGRD Calendar,,,
46601,ADVANCED TOPICS IN COMS,COMS,499,Please see UGRD Calendar,,,
46602,ADV. TOP. IN FILM STUDIES,COMS,534,Please see GRAD Calendar,,,
46603,ADV. TOP. IN COMS,COMS,598,Please see GRAD Calendar,,,
46604,SPEC TOP/INT L COMMUNIC/DEV,COMS,829,Please see GRAD Calendar,,,
46605,SPECIAL TOPICS IN CPTP,CPTP,598,Please see GRAD Calendar,,,
46606,TOPICS IN DANCE I,DANC,331,Please see UGRD Calendar,,,
46607,TOPICS IN DANCE II,DANC,332,Please see UGRD Calendar,,,
46608,SPECIAL TOPICS IN DANCE,DANC,398,"Topics vary from year to year, taking into account the special aptitudes of instructors and students. Studio: six hours.",,,
46609,TOPICS IN DANCE,DANC,450,Please see UGRD Calendar,,,
46610,TOPICS IN DANCE,DANC,499,"Advanced choreography where movement shares equal emphasis with all other arts developed into multimedia theatre. Studio: four hours per week. Practice laboratory: two hours per week. Rehearsal: four hours per week.
Prerequisite: Written permission of the Department of Contemporary Dance.",,,
46611,SPECIAL TOPICS IN DESIGN ART,DART,298,"This course provides an opportunity for the study of special issues in Design. Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.
Prerequisite: Enrolment in the Major in Design or written permission of the Department.",,,
46612,"SPECIAL TOPICS IN DESIGN	",DART,398,"This course provides an opportunity for the study of special issues in design art. Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.
Prerequisite: 24 credits in the Major in Design or written permission of the Department.",,,
46613,SPECIAL TOPICS IN DESIGN,DART,498,"A course for advanced students which provides an opportunity for the study of special issues in design art. Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.
Prerequisite: 48 credits in the Major in Design or written permission of the Department.",,,
46614,SPECIAL TOPICS,DESC,490,Please see UGRD Calendar,,,
46615,MAJOR PROJECT,DESI,410,Please see UGRD Calendar,,,
46616,TOPICS IN KINETIC IMAGERY,DFAR,355,Please see UGRD Calendar,,,
46617,SPECIAL TOPICS IN DFAR,DFAR,398,Please see UGRD Calendar,,,
46618,TOPICS IN MULTIMEDIA THEORY,DFAR,454,Please see UGRD Calendar,,,
46619,BENDING BITS:ADVANCED TOPICS,DFAR,460,Please see UGRD Calendar,,,
46620,TOPICS DIGITAL IMAGE/SOUND,DFAR,498,Please see UGRD Calendar,,,
46621,SPECIAL TOPICS IN DFTT,DFTT,298,"Prerequisite: Written permission of the Department of Theatre. The study of specialized aspects of theatre design.
NOTE: Specific topics, and additional prerequisites if required, are stated in the Undergraduate Class Schedule.",,,
46622,SPECIAL TOPICS IN DFTT,DFTT,398,Please see UGRD Calendar,,,
46623,TOPICS IN DFTT:CONCEPTION,DFTT,498,"Prerequisite: Written permission of the Department of Theatre. The study of specialized aspects of theatre design conception.
NOTE: Specific topics, and additional prerequisites if required, are stated in the Undergraduate Class Schedule.",,,
46624,SPEC TOPICS-DRAMA IN EDUC I,DINE,421,Please see UGRD Calendar,,,
46625,SPEC TOP IN DRAMA IN EDUC II,DINE,422,Please see UGRD Calendar,,,
46626,SPECIAL TOPICS IN DINE,DINE,498,Please see UGRD Calendar,,,
46627,SPECIAL TOPICS IN DRAWING,DRAW,399,"A studio course which provides an opportunity for the study of more specialized aspects of drawing.
Prerequisite: DRAW 200; written permission of the Department.",,,
46628,SPECIAL TOPICS IN DRAWING,DRAW,499,"A course for advanced students which provides an opportunity for the study of more specialized areas in drawing. Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.",,,
46629,TOPICS IN ELECTROACOUSTICS,EAMT,298,Please see UGRD Calendar,,,
46630,TOPICS IN ELECTROACOUSTICS,EAMT,398,Please see UGRD Calendar,,,
46631,TOPICS IN ELECTROACOUSTICS,EAMT,399,Please see UGRD Calendar,,,
46632,TOPICS IN ELECTROACOUSTICS,EAMT,498,Please see UGRD Calendar,,,
46633,SPECIAL TOPICS IN EART,EART,399,Please see UGRD Calendar,,,
46634,Topics in Electroacoustics,EAST,398,Prerequisite: Written permission of the Department of Music. A study of a selected area not available in other courses in electroacoustics.,,,
46635,Selected Topics in Economics,ECON,398,"Specific topics for these courses, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.",,,
46636,Advanced Topics in Economics,ECON,498,"Specific topics for these courses, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.",,,
46637,ADVANCED TOPICS IN ECONOMICS,ECON,598,Please see GRAD Calendar,,,
46638,READING COURSE IN ECONOMICS,ECON,694,Please see GRAD Calendar,,,
46639,SELECTED TOPICS IN EDUCATION,EDUC,298,Please see UGRD Calendar,,,
46640,SELECTED TOPICS IN EDUC,EDUC,398,Please see UGRD Calendar,,,
46641,EFFECTIVE WRITTEN COMMUN.,EDUC,4,Please see UGRD Calendar,,,
46642,Child Studies Seminar: Inclusive Practices in Childhood Settings,EDUC,463,Please see Undergraduate Calendar,,,
46643,SPEC TOP IN EARLY CHILD EDUC,EDUC,469,Please see UGRD Calendar,,,
46644,TOPICS IN ELECTR. ENG.,ELEC,498,Please see GRAD Calendar,,,
46646,TOPICS/ELECTRICAL ENGR I,ELEC,690,Please see GRAD Calendar,,,
46647,Topics in Electrical Engineering I,ELEC,691,Please see GRAD Calendar,,,
46648,TOPICS IN ELECTRICAL ENGR I,ELEC,692,Please see GRAD Calendar,,,
46649,TOPICS IN ELECTRICAL ENGR II,ELEC,790,Please see GRAD Calendar,,,
46650,TOPICS IN ELECTRICAL ENGG.II,ELEC,791,Please see GRAD Calendar,,,
46651,TOPICS:CHILDREN'S LITERATURE,ENGL,239,Please see UGRD Calendar,,,
46652,SELECTED TOPICS IN ENGLISH,ENGL,299,Please see UGRD Calendar,,,
46653,ADV.STUDIES/CREATIVE WRITING,ENGL,428,This course is an advanced workshop intended for students who have completed at least six credits of workshops at the 300 or 400 level in an appropriate field. The subject and prerequisites for each year are found in the current Undergraduate Class Schedule. Submission of a brief portfolio may be required for admission. UGRD Calendar,,,
46654,Advanced Studies in 19th-Century Literature,ENGL,443,"This course is a seminar on a selected topic, text, or author.",,,
46655,HONOURS SEMINAR,ENGL,470,Please see UGRD Calendar,,,
46656,Advanced Topics in English,ENGL,498,Please see UGRD Calendar,,,
46657,ADVANCED TOPICS IN ENGLISH,ENGL,499,Please see UGRD Calendar,,,
46658,Studies in Early English Literature and Medieval Literature,ENGL,608,Please see GRAD Calendar,,,
46659,STUDIES ERLY ENGL LIT MEDIEV,ENGL,609,Please see GRAD Calendar,,,
46660,STUDIES/RESTORA N/18TH C LIT,ENGL,617,Please see GRAD Calendar,,,
46661,STUDIES RESTORATION 18TH C,ENGL,618,Please see GRAD Calendar,,,
46662,STUDIES IN POETRY,ENGL,634,Please see GRAD Calendar,,,
46663,STUDIES IN SHAKESPEARE,ENGL,652,Please see GRAD Calendar,,,
46664,TOPICS IN ENGINEERING,ENGR,498,Please see UGRD Calendar,,,
46665,TOPICS IN ENGINEERING I,ENGR,690,Please see GRAD Calendar,,,
46666,TOPICS IN ENGINEERING II,ENGR,790,Please see GRAD Calendar,,,
46667,SELECTED TOPICS IN ENGLISH,ENGZ,298,Please see UGRD Calendar,,,
46668,SELECTED TOPICS IN EIA,ENVS,598,Please see GRAD Calendar,,,
46669,ADVANCED TOPICS IN ENVIRONMENTAL ASSESSMENT,ENVS,620,Please see GRAD Calendar,,,
46670,SELECTED TOPICS IN ESL,ESL,298,Please see UGRD Calendar,,,
46671,SELECTED TOPICS IN EXCI,EXCI,298,Please see UGRD Calendar,,,
46672,SEL TOPICS/EXERCISE SCIENCE,EXCI,398,Please see UGRD Calendar,,,
46673,ADVANCE TOPICS IN EXCI SC,EXCI,493,Please see UGRD Calendar,,,
46674,ADV TOPICS IN EXCERCISE SCI,EXCI,497,Please see UGRD Calendar,,,
46675,ADV TOPICS/EXERCISE SCIENCE,EXCI,498,Please see UGRD Calendar,,,
46676,ADVANCED TOPICS IN EXCI,EXCI,499,Please see UGRD Calendar,,,
46677,SELECTED TOPICS-SPORTS ADMIN,EXCI,598,Please see GRAD Calendar,,,
46678,SELECTED TOPICS IN EXCI,EXCZ,298,Please see UGRD Calendar,,,
46679,ISSUES IN MATERIAL PRACTICES,FBRS,385,"This studio course explores contemporary social, material, and cultural issues addressed through fibre and interdisciplinary studio art practices. Assigned readings inform critiques and discussions. Examples of possible title offerings may include Textiles and Identity; The Sustainable Studio; Textiles Without Borders; Transformative Cloth; and Social and Political Practices in Studio Art, among others.
Prerequisite: FBRS 260 or FBRS 240 or permission of the coordinator. 
NOTE: Specific topics, and additional prerequisites if required, are stated in the Undergraduate Class Schedule.",,,
46680,EXTREME FIBRES,FBRS,395,"This studio course tests the boundaries of fibres practices to produce innovative and experimental studio work. Students are encouraged to expand individual interests in challenging ways. Topics may include Textile Arts in Public Spaces; Wildly Interdisciplinary Practices; Fibres and Time-Based Media; Radical Papermaking; and Fibres Off-Site, among others.
Prerequisite: 18 credits in Studio Art courses, or permission of the coordinator. 
NOTE: Specific topics, and additional prerequisites if required, are stated in the Undergraduate Class Schedule.",,,
46681,TOPICS IN FIBRES STRUCTURES,FBRS,397,"A studio course providing an opportunity for specialized study and practice in fibres structures, in which to explore contemporary theoretical, critical, and practical issues of interest to the student towards developing a personal aesthetic in art practice.
Prerequisite: FBRS 240 and 18 credits in Studio Art courses, or permission of the coordinator. 
NOTE: Specific topics, and additional prerequisites if required, are stated in the Undergraduate Class Schedule.",,,
46682,SPECIAL TOPICS IN FIBRES,FBRS,398,"A workshop/seminar course providing an opportunity for study of specialized aspects of fibres.
Prerequisite: Written permission of the Department.",,,
46683,SPECIAL TOPICS IN FINE ARTS,FFAR,298,Please see UGRD Calendar,,,
46684,SPECIAL TOPICS IN FINE ARTS,FFAR,398,Please see UGRD Calendar,,,
46685,SPECIAL TOPICS IN FINE ARTS,FFAR,399,Please see UGRD Calendar,,,
46686,SPECIAL TOPICS IN FINE ARTS,FFAZ,398,Please see UGRD Calendar,,,
46687,SPECIAL TOPICS IN FINANCE,FINA,595,Please see GRAD Calendar,,,
46688,Ãtude d'un sujet particulier,FLIT,298,"Les sujets particuliers qui sont Ã©tudiÃ©s sont indiquÃ©s dans le Undergraduate Class Schedule.

N.B. : Les Ã©tudiantes et Ã©tudiants qui ont suivi un cours FRAN 298 ayant le mÃªme contenu ne peuvent obtenir de crÃ©dits pour ce cours.",,,
46689,Ãtude d?un sujet particulier,FLIT,398,Ãtude d?un sujet particulier dans le domaine des littÃ©ratures de langue franÃ§aise. Le contenu spÃ©cifique du cours est indiquÃ© dans le Undergraduate Class Schedule.,,,
46690,ÃTUDE D UN SUJET PARTICULIER,FLIT,498,Please see UGRD Calendar,,,
46691,ÃTUDE D UN SUJET PARTICULIER,FLIZ,298,Please see UGRD Calendar,,,
46692,SPECIAL TOPICS IN FILM ANIMATION,FMAN,398,"An opportunity for study of limited and more specialized aspects of film animation.
Prerequisite: Written permission of the School of Cinema. 
NOTE: Students are required to bear the cost of all necessary equipment, software and production materials for the course as described in the syllabus.",,,
46693,SPECIAL TOPICS IN FMAN,FMAN,498,"A course for advanced students which provides an opportunity for the study of limited and more specialized aspects of film animation.
Prerequisite: Written permission of the School of Cinema.",,,
46694,SPECIAL TOPICS IN FMPR,FMPR,398,"This course provides an opportunity for the study of specialized aspects of film production outside the scope of existing courses. Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.",,,
46695,SPECIAL TOPICS IN FMPR,FMPR,498,"A course for advanced students which provides an opportunity for the study of limited and more specialized aspects of film production. Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.",,,
46696,INTRODUCTION TO FILM GENRES,FMST,213,"This course introduces students to the concept of genre through the case study of genre films. By exploring genre conventions and aesthetic features in historical context, the course addresses how genres are established, and how they develop, evolve, and travel. It also explores their relation to society, industry and art cinema.",,,
46697,ISSUES IN INDEPENDENT CINEMA,FMST,332,"Prerequisite: Two of FMST 201, 202 or 203; FMST 220; or permission of the School of
Cinema. This course involves intensive study of selected tendencies in cinema produced
outside the mainstream of the film industry. Topics may include documentary, video art,
experimental or narrative film, or particular convergences of these modes of film practice.
Topics will vary according to the instructor?s specialization.",,,
46698,TOPICS IN AMERICAN CINEMA,FMST,337,"A lecture or seminar course which provides an opportunity for the study of limited and more specialized aspects of U.S. cinema. Topics may include individual genres, directors, production studios, historical periods, or aspects of independent cinema. Topics vary from year to year according to the instructor?s field of specialization.
Prerequisite: Second-year standing.* 
*66 or fewer credits remaining in degree program.",,,
46699,SPECIAL TOPICS IN ART & FILM,FMST,348,"Prerequisite: Enrolment in the Major in Art History and Film Studies; ARTH 200; one of
FMST 201, 202 or 203; FMST 220; or permission of the School of Cinema. This course
offers a comparative examination of some aspects of film studies and art history.
NOTE: Students who have received credit for ARTH 348 may not take this course for
credit.",,,
46700,SPECIAL TOPIC IN FILM STUDIES,FMST,399,"A course which provides an opportunity for the study of specialized aspects of film studies outside the scope of existing courses.
Prerequisite: Second-year standing.
NOTE: Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.",,,
46701,"ADV. SEMINAR IN ART & FILM	",FMST,448,"A seminar designed to permit an in-depth course of study on some aspects of art and film history.
Prerequisite: Enrolment in the Major in Art History and Film Studies; ARTH 348 or FMST 348; or written permission of the program director. 
NOTE: Students who have received credit for ARTH 448 may not take this course for credit.",,,
46702,SPECIAL TOPICS IN FMST,FMST,498,"A lecture or seminar course for advanced students which provides an opportunity for the study of limited and more specialized aspects of film studies.
Prerequisite: Written permission of the School of Cinema.",,,
46703,TOPICS IN ENGLISH CDN FILM,FMST,605,Please see GRAD Calendar,,,
46704,TOPICS IN CINEMA QUEBECOIS,FMST,610,Please see GRAD Calendar,,,
46705,TOPICS IN EUROPEAN CINEMAS,FMST,615,Please see GRAD Calendar,,,
46706,TOPICS IN NON-EUROP. CINEMAS,FMST,620,Please see GRAD Calendar,,,
46707,TOPICS IN FILM HISTORY,FMST,625,Please see GRAD Calendar,,,
46708,TOPICS IN FILM THEORY,FMST,630,Please see GRAD Calendar,,,
46709,TOPICS AESTHETIC/CULT.THEORY,FMST,635,Please see GRAD Calendar,,,
46710,GENDER ISSUES IN FILM,FMST,640,Please see GRAD Calendar,,,
46711,TOPICS IN FILM GENRES,FMST,645,Please see GRAD Calendar,,,
46712,TOPICS EXPER. FILM/VIDEO,FMST,650,Please see GRAD Calendar,,,
46713,TOPICS IN DOCUMENTARY,FMST,655,Please see GRAD Calendar,,,
46714,TOPICS IN FILM DIRECTORS,FMST,660,Please see GRAD Calendar,,,
46715,TOPICS IN FILM STUDIES,FMST,665,Please see GRAD Calendar,,,
46716,SEM. FILM & MOVING IMA. HIST,FMST,801,Please see GRAD Calendar,,,
46717,SEM. FILM & MOVING IMA. AEST,FMST,802,Please see GRAD Calendar,,,
46718,SEM.FILM & MOVING IMAGE THEO,FMST,803,Please see GRAD Calendar,,,
46719,"SEM.FILM, MOV.IM.,CULT.THEO.",FMST,804,Please see GRAD Calendar,,,
46720,TOPICS IN ENGLISH CDN CINEMA,FMST,805,Please see GRAD Calendar,,,
46721,TOPICS IN CINEMA QUEBECOIS,FMST,810,Please see GRAD Calendar,,,
46722,TOPICS IN EUROPEAN CINEMAS,FMST,815,Please see GRAD Calendar,,,
46723,TOPICS IN NON-EUROP. CINEMAS,FMST,820,Please see GRAD Calendar,,,
46724,TOPICS IN FILM HISTORY,FMST,825,Please see GRAD Calendar,,,
46725,TOPICS IN FILM THEORY,FMST,830,Please see GRAD Calendar,,,
46726,TOPICS AESTHETIC/CULT.THEORY,FMST,835,Please see GRAD Calendar,,,
46727,GENDER ISSUES IN FILM,FMST,840,Please see GRAD Calendar,,,
46728,TOPICS IN FILM GENRES,FMST,845,Please see GRAD Calendar,,,
46729,TOPICS EXPER. FILM/VIDEO,FMST,850,Please see GRAD Calendar,,,
46730,TOPICS IN DOCUMENTARY,FMST,855,Please see GRAD Calendar,,,
46731,TOPICS IN FILM DIRECTORS,FMST,860,Please see GRAD Calendar,,,
46732,TOPICS IN FILM STUDIES,FMST,865,Please see GRAD Calendar,,,
46733,ETUDE D'UN SUJET PARTICULIER,FRAN,299,Please see UGRD Calendar,,,
46734,ETUDE D'UN SUJET PARTICULIER,FRAN,399,Please see UGRD Calendar,,,
46735,ETUDE AVAN.D'UN SUJET PARTIC,FRAN,498,Please see UGRD Calendar,,,
46736,ÃTUDE D'UN SUJET PARTICULIER,FTRA,298,Please see UGRD Calendar,,,
46737,TRADUCTION GASTRONOMIQUE:,FTRA,398,Please see UGRD Calendar,,,
46738,ETU AVANC/SUJET PARTICULIER,FTRA,598,Please see GRAD Calendar,,,
46739,SPECIAL TOPICS,GDBA,595,Please see GRAD Calendar,,,
46740,SPEC TOPICS-GRAPHIC DESIGN,GDES,498,Please see UGRD Calendar,,,
46741,SPEC TOPIC IN GRAPHIC DESIGN,GDES,499,Please see UGRD Calendar,,,
46742,SPECIAL TOPICS IN MANAGEMENT,GDIA,584,Please see GRAD Calendar,,,
46743,SPECIAL TOPICS IN MARKETING,GDIA,684,Please see GRAD Calendar,,,
46744,SELECTED TOPICS IN GEOG,GEOG,298,Please see UGRD Calendar,,,
46745,SPECIAL TOPICS IN GEOGRAPHY,GEOG,299,Please see UGRD Calendar,,,
46746,SPECIAL TOPICS IN GEOGRAPHY,GEOG,398,Please see UGRD Calendar,,,
46747,SELECTED TOPICS IN GEOGRAPHY,GEOG,399,Please see UGRD Calendar,,,
46748,TOPICS-CULTURAL GEOGRAPHY,GEOG,410,Please see UGRD Calendar,,,
46750,Programming for Geospatial Technologies,GEOG,464,"This course introduces students to the world of programming for geospatial technologies and web mapping. Through a review of the main concepts, techniques, standards, libraries and languages,
students learn how to use programming to improve the geospatial data analysis process and to design maps that enhance the user?s experience. Training is centred on programming languages for Geographical Information System (GIS) applications (e.g., Python) as well as for web mapping (e.g., HTML, CSS and JavaScript). These languages are used to automate workflows for GIS analysis and customize stylistic and meaningful online maps.",,,
46751,ADVANCED TOPICS IN GEOGRAPHY,GEOG,498,Please see UGRD Calendar,,,
46752,ADVANCED TOPICS IN GEOGRAPHY,GEOG,499,Please see UGRD Calendar,,,
46753,SPEC TOPICS:GEOG+PUB.POLICY,GEOG,621,Please see GRAD Calendar,,,
46754,SELECTED TOPICS IN GEOLOGY,GEOL,298,Please see UGRD Calendar,,,
46755,SELECTED TOPICS IN GEOLOGY,GEOL,398,Please see UGRD Calendar,,,
46756,SELECTED TOPICS IN GEOLOGY,GEOL,399,Please see UGRD Calendar,,,
46757,ADV. TOPICS IN GEOLOGY,GEOL,498,Please see UGRD Calendar,,,
46758,SELECTED TOPICS IN GERMAN,GERM,298,Please see UGRD Calendar,,,
46759,SELECTED TOPICS IN GERMAN,GERM,299,Please see UGRD Calendar,,,
46760,Selected Topics in German,GERM,398,"Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.",,,
